ideCadastro,txNomeParlamentar,sgPartido,sgUF,vlrLiquido
123756,Antônia Lúcia,REPUBLICANOS,AC,82899.3
74454,Eunício Oliveira,MDB,CE,80500.0
74090,Átila Lins,PSD,AM,77341.76000000001
220693,Roberta Roma,PL,BA,76840.51999999999
205865,Reinhold Stephanes,PSD,PR,75929.85
74356,Silas Câmara,REPUBLICANOS,AM,75275.66
204512,Delegado Marcelo Freitas,UNIÃO,MG,72513.08
230768,Zé Adriano,PP,AC,72502.61
220624,Robinson Faria,PP,RN,71347.79000000001
138286,Luciano Alves,PSD,PR,68399.31
